CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	width
PRSS48	520	202	177	202	0	0	0	67	0	0	14283
IL1RAPL2	174	967	920	973	404	202	772	311	0	187	1201515
BLOC1S3	61885	66318	52538	100539	57694	50381	51926	57000	36622	65736	3057
SP6	174090	106158	318132	221125	44770	27693	30026	22945	28747	259294	10967
ANKRD34B	202	427	0	0	199	0	23	23	23	0	13734
PLAC9	9183	18199	8369	16694	10384	94158	35397	24961	18015	24984	13678
FAM47B	0	0	0	0	0	0	0	23	0	0	2120
NKAPL	1714	2073	1212	2180	630	403	766	406	379	404	1639
FSCB	0	0	0	0	0	0	0	0	0	0	2938
CLDN4	1854501	1982145	2658485	2043299	4808570	4532899	5151691	5782520	3315552	8417695	33152
ZNF573	11609	8142	10705	11125	10659	17036	9917	7583	4636	7261	81468
GRAPL	5355	9916	6783	10824	7455	9608	2377	4476	1703	7067	31708
FAM47E	19837	11944	26289	12049	21985	23774	25375	13563	10001	19793	69741
JPT1	311267	421544	335490	956289	454282	783090	410609	570339	355738	627603	33034
ZNF527	22432	16385	15329	15433	18147	33007	21429	15896	9810	16342	22006
ZAR1L	0	0	0	150	0	0	0	0	0	0	11645
KRTAP10-12	0	0	0	0	0	0	0	0	0	0	873
S100A13	243597	144223	141416	241700	160907	171615	147137	128850	63210	205394	12574
ZNF33A	251369	213352	209586	433076	247944	312269	214525	187898	112550	196473	54439
OR14I1	0	0	0	0	102	0	0	163	0	0	936
KRT77	0	80	204	412	83	7	0	195	0	120	13838
PCDH18	35021	71607	21641	62510	48746	292436	109926	148102	68936	78034	13577
DCAF8L2	141	0	30	27	0	202	0	0	0	94	158440
ZNF600	91022	47859	41958	55762	75914	104813	54766	48995	35019	49851	22597
AC104836.1	28583	20136	13310	23455	30257	36016	23331	23091	12963	15261	104421
MAOA	1607075	264447	875847	265607	652285	1678255	1945089	1415248	1154121	1218416	91918
C15ORF61	26131	19624	25167	29213	34602	42203	30320	29416	19032	30933	9076
NUGGC	65805	78477	97586	57687	55000	36544	23480	36630	16988	13255	61908
TSPYL1	590118	498129	335277	649971	623753	660818	438327	538862	323945	451052	3326
SPANXN3	0	0	0	0	0	0	0	0	0	0	8741
TRIM64B	0	0	0	0	0	0	0	0	0	0	6736
PNRC2	505538	514899	372855	620456	518922	884164	755356	646553	440849	500993	4354
DRICH1	296	1165	881	537	856	2647	1999	1342	868	2008	23870
GJB5	2900	15454	1429	10510	57952	1483	202	977	374	4361	3466
FHIT	30713	19511	10619	25998	20614	23787	28655	20823	13853	19675	1502150
ALKAL2	3289	8138	45018	3482	10026	30063	16990	45278	17733	11283	9294
ZKSCAN3	28352	30670	23199	42642	20735	41421	28360	24372	15108	24006	19264
FOXR2	0	0	0	202	0	0	0	0	0	0	1926
RRP7A	513555	333322	221456	467108	399699	729348	288911	265726	163389	368317	9835
LIN54	106364	85371	66024	89869	69765	114644	71696	82850	42387	50667	102954
FAM53B	190294	310111	220369	298785	309423	314643	342074	319557	222872	391587	124978
FAM180A	9438	29436	17569	10992	15301	14813	6371	5012	3890	3770	20499
C6ORF222	52776	92176	115537	208760	169593	200636	105681	160889	50278	232365	21129
SPANXN4	0	0	0	0	0	0	0	0	0	0	8785
S100A14	760736	299819	190449	742846	555154	1310306	989100	890810	968245	1416204	2732
KAZN	66646	125428	55259	86296	79281	112718	102277	80279	39428	56500	1225252
SLC35E2B	281324	328849	290097	448011	576806	428973	525327	490820	305098	356729	33200
TOGARAM2	2912	6117	1226	2324	1546	7819	3954	5266	2160	3649	104763
SPATA31D4	0	0	0	0	0	0	0	0	0	0	6435
NEMP2	45875	35188	28245	54009	37122	34879	21410	25033	10223	19008	30381
ALG1L	14879	13929	9905	18132	15845	9039	4998	5738	2351	17466	7765
KIAA0408	5730	9489	2546	9485	6756	30014	19011	28711	7034	10626	19049
GSPT2	63014	66699	25776	88799	109739	70361	43336	51939	38337	54681	2802
TBC1D28	89	63	37	77	0	116	73	34	37	178	26945
C8ORF76	130074	90516	60862	141790	90362	100070	62274	66607	54407	95689	21442
CXCL17	558	0	0	5732	202	398	197	0	0	602	14761
OTUD6A	0	164	0	0	0	95	0	0	0	0	1689
HMGB1	2284779	1500968	1466383	2356952	1464501	1208424	930295	913052	552661	1181848	160894
MMP23B	10319	14148	4121	9875	9808	6317	12368	12499	6661	10022	3169
SH2D5	166	1562	4261	1414	899	202	0	0	175	239	13106
ZFP92	11975	15246	3960	15772	15403	8039	7983	5176	2869	3429	8160
NCR1	0	3139	1109	855	1574	1793	1212	1208	733	1808	9991
RASSF10	203550	37420	1516	89048	24193	6163	83467	6044	1616	24117	2530
GJB4	20398	50746	2121	56121	102925	298	808	1276	806	8589	3984
OR2L13	124	0	0	0	0	0	202	0	0	233	5920
BLOC1S2	137922	144941	118352	165870	168889	135148	70161	86750	58224	78829	13433
SYCP2	23869	7299	25168	10881	2771	7673	6830	3628	2671	2673	70093
ZNF724	7746	5808	4186	7878	1696	4491	3170	2907	1539	2779	28792
IL1RAP	173800	125878	201262	282713	238299	39856	19362	13222	12198	20341	145700
PTPRT	1065	2789	2004	808	3224	10713	5214	6620	2445	3775	1117219
MYBPC1	2143	1015	11500	890	9857	3764	4031	477	1340	16340	117666
PAX5	2751	34978	6317	8670	1119	20070	8617	26538	15556	61365	200911
OR5K4	0	0	0	0	0	0	0	0	0	0	966
OR6M1	0	0	0	202	0	0	539	0	169	202	1053
SPOCK3	3163	1189	2763	874	1780	13704	5381	3122	2336	1637	501413
ZNF676	425	1235	1612	88	667	2664	1107	1878	0	219	17861
ZNF699	9860	9308	10632	9868	17657	13284	8075	8999	3644	5928	15564
TDRD7	133212	127410	144622	105735	150152	314083	173369	221414	138585	151544	84176
CCDC189	81943	51218	33492	52231	37409	59386	51013	46833	31401	49944	5288
OR8A1	0	0	0	0	0	0	0	202	0	0	16283
KIAA0895L	156441	120745	68221	125354	98899	128896	188814	121526	63085	150525	8439
HLA-DRB1	2065395	5613257	1784679	3001509	3714107	2833236	968421	2121425	1470014	1394488	11080
VN1R2	0	0	61	51	0	25	0	32	0	0	3546
MYT1	1243	1342	356	1554	2303	2831	2168	2061	658	1338	90463
SERPINA3	11918163	3942246	5955312	12598703	20787644	72348	28520	36329	11397	27427	11679
AKR1C3	381128	276485	273826	291319	370531	520871	437900	485625	452049	530908	72333
SPATS2L	471892	614380	426178	579329	377876	897768	520416	705384	339890	505437	176383
ZNF250	66670	56107	36835	52668	41768	56604	52732	32184	23819	44681	25672
WDSUB1	38843	48914	39553	50302	42327	48974	38890	41878	23941	31655	51007
ZNF79	22680	29072	23835	33355	38729	44806	27545	23026	15818	27025	20999
S100A4	332663	403593	78580	258432	338511	602174	219138	175225	95683	279668	6524
PLEKHG4	391853	136581	90052	61488	123046	93518	123658	43316	49629	106277	11990
KRTAP4-3	0	0	0	0	0	0	0	0	0	0	964
FAT4	57519	94367	58666	70043	33966	102335	49472	67972	28754	35713	176534
C8ORF86	0	0	0	0	96	0	52	0	0	0	17829
KIF19	7610	4885	7789	8224	3452	34338	42673	49491	14881	13349	29611
OR6K2	0	0	0	0	0	0	0	0	0	0	975
ZNF681	47097	5008	21524	18192	14486	28488	16809	20481	13480	26201	19697
ACADSB	1183608	592915	1931100	770798	759775	296152	328100	214355	154731	128198	49333
STK40	354088	558073	452370	437384	829847	536919	420786	448320	311682	439438	46273
OR10J1	0	0	0	0	0	0	0	0	0	0	5234
TMEM63A	970943	877131	901084	1978189	1944469	714452	931065	574522	331405	764520	36834
CTSE	6556	9460	2686	75740	13238	97570	187831	100107	79023	128367	14646
SEMA4A	57882	80779	30609	165860	55084	71966	49326	76953	31922	56736	30387
HRCT1	10314	19227	8289	6322	8123	143853	201980	140994	160338	183430	950
MPHOSPH8	642300	419850	336390	455386	434315	556869	362198	393586	219732	443144	39779
GREB1	7721	20217	17649	16497	6901	5280	2832	5028	4117	3092	160448
SIRPB2	7021	19575	7853	39020	37895	11886	2881	17435	1783	4072	20847
ZNF766	89211	75858	65048	102495	112924	104181	81879	67467	46922	62528	26476
RYR1	8109	22991	6217	17068	10327	21580	17294	20673	11443	7966	153866
SRGAP3	19143	52243	28047	21797	42283	34778	29875	36619	20610	14495	382463
KRTAP5-3	0	0	101	202	115	0	202	0	0	45	899
FAM217B	107605	117212	89005	122800	110574	84739	50660	50702	39909	58587	14917
SULT1C3	740	0	604	598	214	46	475	0	0	1853	18157
TUBB	3402146	3081311	2337854	5660428	2421024	1464685	1136493	1103084	527161	1628328	5226
LCOR	409206	242006	311479	307074	374528	536365	292214	324335	201406	302464	163678
SUPT5H	911122	885345	756772	1266601	946598	1033869	988474	832915	561796	1087659	40515
XPNPEP3	114826	62096	76645	82024	100060	64325	41889	31543	25214	46454	75739
OR2T2	0	0	0	0	0	0	0	0	0	0	10214
OR2C3	120	547	99	67	323	268	0	80	75	91	11764
ZNF107	59847	37502	49991	62929	31334	38728	32805	31100	12317	24920	45500
OR10S1	27	0	0	202	0	0	0	0	0	0	1121
SFTA2	22302	823	1736	23150	667	402	0	234	158	12049	24284
PPIA	3403299	1756780	2372784	3591077	1786662	1950455	1186861	1136872	714855	1709986	27885
ZNF471	18125	15216	23536	14037	10398	30696	21228	12959	11432	18817	22379
OR10J3	0	0	0	0	0	0	0	0	0	0	990
ZNF836	21381	21193	24498	22965	24193	43556	33370	25909	20203	25494	17780
ZNF493	28082	32968	16647	16270	23746	51358	46375	35202	23389	24602	30455
GTF2IRD2	61308	45459	42002	34309	32989	77868	48961	47999	32316	45039	55408
GRM7	994	578	1322	1168	289	1663	301	1095	365	631	971533
SUPT3H	23456	24292	13447	115179	27615	15253	17237	16056	8469	12063	568637
BECN2	0	0	0	0	29	25	25	0	0	0	1296
NIF3L1	131059	88868	93192	120516	92785	132816	85711	70920	47258	90255	14604
ATP2A1	10297	4074	13840	8096	5279	7513	10748	5952	4711	9398	26105
IARS	674472	558157	351719	754540	553779	570402	307307	256039	114040	273016	83550
MFSD14C	24855	18562	24717	22246	32348	34705	22545	19436	10233	20659	115792
POM121	695712	510778	667185	582009	564908	478433	503334	432047	253338	468537	72076
ZBTB44	298886	200540	143454	191487	246937	222677	157878	151910	95135	134044	88010
GIMAP5	98962	244789	90918	152222	122585	228608	141465	120457	104428	117715	27781
STK31	15544	1667	19753	5035	7768	1371	1421	1279	656	8018	122347
CGB7	199	462	202	1605	1078	801	0	948	330	693	4586
NLGN3	3260	5111	7390	5311	1787	13378	14608	12663	5575	4559	26371
OR8D1	0	0	0	0	0	0	202	505	0	303	12269
ADH7	539	702	1288	493	125	94	136	34	0	0	23477
ZKSCAN7	8661	14270	9316	7868	14054	15623	12109	10728	5815	7973	38981
ZNF729	161	189	0	534	0	289	359	302	0	96	30769
CD55	183467	309600	307624	364900	2012428	1063307	185907	238371	234995	347678	65297
CPNE4	0	252	199	980	201	4610	3154	2220	1010	768	751856
ZNF565	16387	16638	18047	24677	19377	24605	13822	13520	6738	16459	64198
NTNG2	2938	11975	2376	12718	7450	9937	6307	8559	4314	6183	82859
ELAVL3	624	631	571	649	1197	6143	3282	3279	1804	1500	29721
WDR5	339858	302462	359531	374897	338957	273549	249658	181603	118555	313618	24604
LONP1	791196	586715	595529	746108	795777	534339	453966	442698	295875	604656	28739
TRRAP	636329	480041	493438	443406	440953	483651	342824	331092	188164	303955	135311
NUDT11	1180	3164	268	1588	2527	5939	2625	4228	1901	1372	6586
SRGAP2B	37875	54165	23157	70179	42308	35174	20136	33511	14919	13329	208264
FUT4	235234	260674	299663	325131	305354	381928	237745	195691	149973	210839	6059
ASB13	262530	250638	254134	307658	205380	339207	237059	356589	261568	323576	27729
SLC35F1	202	630	787	2686	404	14482	4251	10133	6206	3395	410151
ZNF34	26493	17378	10728	23054	27235	31330	20125	15245	12422	15317	14232
ZNF781	2460	5187	3943	2300	3742	7120	1890	3783	2062	3457	24572
ZNF140	79670	57727	84385	100985	92526	86003	55436	51152	37513	58297	27707
INCA1	14227	7913	10189	8237	5214	18966	19749	10195	7858	10824	9481
ZNF774	30216	27266	59910	49329	39080	67454	78533	47237	21491	39594	16902
PTPN1	428530	534897	344617	533454	510909	384776	275461	309771	190190	377821	74921
EVL	222883	380730	150374	256235	264343	256176	207723	252855	135517	172102	172788
SPANXD	0	0	0	0	0	0	0	0	0	0	1329
THEM5	6817	5328	4070	7725	3418	2042	1577	3883	1230	1300	6435
NOXO1	16749	82230	76394	44112	236025	67687	132448	87649	77154	182600	5276
EPHB4	627011	671543	908096	878545	957321	369818	480770	297177	239411	498990	24957
PRTN3	303	2715	0	202	417	0	25	0	0	395	7216
ZNF765	75804	49565	41251	62997	55777	74330	47601	47455	27654	30416	40621
ZNF124	37665	33020	27809	44640	29743	43976	28709	39968	16945	33257	50042
XRCC6	1672931	1545397	907324	1799961	1612560	1664400	1188007	1121735	631411	1185002	42930
S100A5	577	44	454	147	967	121	1186	427	101	2948	4619
C20ORF204	5215	1078	15544	6642	2370	2838	5237	1987	2825	13403	5619
PPP1R26	182559	198755	278421	247702	309733	255076	286370	239821	148336	259896	9815
NBPF4	1430	334	8364	6994	1875	3712	11953	3770	2453	12043	20741
TSC22D2	173838	186869	209808	264937	254702	162135	137025	232462	105357	221573	58097
CRYBA4	0	0	234	404	248	1396	517	541	499	680	8709
ASMT	1010	606	0	401	7	356	0	477	0	202	28081
NPIPB15	48967	20236	22622	16812	25175	41081	36212	14285	35641	73717	14203
ZNF569	12235	13414	10594	13547	12623	18848	8005	7506	4325	7700	58121
ARMCX4	82597	62235	40028	63179	58154	97168	88821	67389	32460	67266	115173
YRDC	80860	100371	52431	94478	158676	96702	54664	54928	35003	62575	5242
ZNF777	119469	94211	118514	154777	135081	116476	111921	99873	70810	96901	29761
PIK3R4	220807	138273	152731	254947	145471	167868	106871	110150	59565	121195	67895
ZNF775	206120	90106	118382	128358	126587	139213	215604	130357	96203	170886	19297
ZNF605	79509	64878	85832	80428	55728	79533	64326	42139	32223	48978	37999
TRAPPC2	63196	71199	31826	64787	57924	82024	46840	52478	29527	60064	22392
RFX8	1182	1849	34	3854	1962	1042	200	173	346	644	77343
MYL6B	1210566	1417325	756249	1541074	1611519	2576107	1509081	1513568	902065	1657104	7392
ZNF799	31574	27946	31442	24585	31008	31913	30287	22573	14857	27580	11256
FGF16	192	0	0	202	0	604	637	0	4	208	9874
SIAH1	179694	144572	136747	145849	169842	176377	119379	143911	81474	122911	92039
GK2	0	71	0	0	0	101	154	0	101	0	1942
C20ORF96	46815	24776	19421	43454	15177	36252	47939	36506	16227	51451	19916
ESRRG	924	11075	1464	1513	1255	3420	1427	3474	7211	1108	634510
IPO4	391572	205881	249123	410312	461027	223114	156226	137789	72486	152917	8746
NCOR2	833979	1112260	1070898	1777822	1479760	824911	846658	1081400	617524	1238160	243175
SULT1A1	285092	160174	858764	306052	422116	522811	650380	908239	188884	612567	18430
ARL9	202	2814	160	1688	937	371	0	202	202	22	19240
PRPF40A	838363	592260	621028	875658	649501	654970	411730	390633	209310	384057	66405
GDAP2	81523	72934	59648	61670	73608	111329	54769	68835	45747	49294	66146
TCEAL3	62064	84061	21813	81844	65641	80812	52973	68897	28629	57962	22240
ANAPC7	293350	195288	169247	283173	175440	213729	132546	109413	57002	150621	30831
TPK1	17687	29437	23110	27406	32689	73785	33392	40437	34844	37163	384455
SLC6A9	79128	82922	42754	109275	94220	166289	140995	243437	173506	183444	39968
AFAP1	200361	334612	172838	400549	225686	311033	318910	246876	138942	188739	181213
NACA	2737145	1993196	2445371	2918615	3769871	2608092	2476801	1696808	1088922	1979618	19201
MYO18A	908888	820597	728083	1062830	1003192	1076351	948828	956810	614201	1143770	109289
OR2T3	0	0	0	0	0	0	0	0	0	0	957
SPTSSB	1193	1002	3436	5890	505	682	6056	1411	1816	3520	28089
BORCS6	63278	72256	30076	81836	56902	125012	126104	126209	99051	142111	2575
MAN2A2	481222	460011	418251	647948	465711	397677	436097	334117	190217	277248	20367
MME	34610	18884	64445	25461	18582	6237	28033	7822	2168	41545	159606
FAM72A	37186	21995	8947	35378	9734	7286	5676	6283	2003	11564	18236
CCDC196	1922	1030	2375	2358	1914	1933	3550	1931	605	606	86974
CACNA1H	70380	187449	198537	240395	111264	182123	184124	193889	84905	111649	68652
SULF2	388948	1781701	450340	2196246	1943495	806664	929983	623790	375386	721417	130269
HBG2	507	966	556	210	0	308	2423	662	114	319	392600
LAMA2	101505	291399	66006	128351	144413	245558	77402	110847	52872	35794	633429
PFN3	0	31	403	0	0	0	0	0	0	200	530
PLXNB2	1660983	1930784	1302168	2642015	3169933	2102744	2160717	2400207	1632980	2318707	32649
OR5AC2	0	0	0	0	0	28	0	0	0	0	930
AJAP1	1840	2293	2147	3712	2677	5359	4073	6728	4374	2532	137803
XRCC2	69836	25347	33185	55502	9107	12584	6190	5935	1837	6656	31387
MYO6	432910	493114	402003	964012	409698	933813	466487	537898	292912	532760	170346
MKL1	158146	284428	117487	384973	300888	247449	207944	220365	140292	232371	226422
MBD3L2B	0	0	0	0	0	0	0	0	0	0	2482
HDAC2	854216	551876	259892	802261	546047	464548	341719	325334	186658	478689	78281
ZNF782	25016	24226	29670	23472	19552	31083	22413	15906	12239	19630	59152
SLC22A25	19048	16266	49576	19612	10923	0	0	0	0	162	65877
POTEF	17278	26811	18091	60013	35355	26478	12489	11402	14663	23275	55193
ZNF846	22754	16339	22252	15004	21196	30842	22888	18950	12934	21733	41188
MMP1	3220	30635	2895	34014	73967	80449	7066	14492	4029	34677	8241
ADH1B	7753768	5068210	16308299	7256192	5887321	1359711	825434	690644	527864	361067	47797
UGT2B15	757118	244466	570951	393246	68906	1311	1015	3690	461504	84504	23999
TCF4	126728	319606	119155	278048	181039	331343	150128	206753	88937	112875	442457
WNK3	17621	10459	26493	13512	9470	3199	1405	990	424	604	165820
SDHAF3	56968	40778	71111	42899	51915	79364	77204	53092	51193	54187	65174
HRH1	34238	73790	79581	76359	121823	165012	90307	98568	88458	93627	126465
RABL6	555520	658256	991600	731824	958297	1117218	1146956	1028486	714022	1284169	33245
ZNF136	27187	39076	24034	33130	47273	56187	33528	37368	16295	26310	26818
ZKSCAN5	75460	75703	63722	76576	63112	87158	56721	50860	37335	58550	30050
ZNF502	21183	19662	26050	22520	30994	30575	21889	16936	7944	16107	11189
TRAPPC4	284838	208228	199628	220955	308206	313675	228020	187246	117285	221798	7023
TTC30B	50399	26091	33275	54885	26417	67598	37978	36897	30569	41450	4017
SLC30A10	139118	70174	184622	61977	43057	90282	47255	168545	99510	55772	273221
TECPR2	105813	136559	95448	152484	140192	184628	144772	155316	92827	110990	139519
TLR7	18893	55731	17061	36489	20426	76285	24063	49960	16485	14083	23298
FAM180B	253	392	0	150	171	8705	3567	4083	564	1106	2502
ZFP62	141514	118942	161207	133422	156074	189103	166158	107880	60497	105743	13675
ERI2	183341	112731	135486	108634	101561	125905	111548	81984	52005	77995	120157
TOMM7	672145	502948	740334	754082	565922	726117	538217	403606	291169	618209	10225
HSH2D	46295	93184	42987	95495	58090	117302	95260	106096	69661	118565	24548
TRPV1	93419	60435	83234	71840	41538	71386	69011	60486	53302	39347	43968
ZNF33B	222903	146940	268964	134655	313364	210257	183213	132939	99284	138205	64384
ZNF512B	202374	134357	101106	132676	116158	67178	61644	67920	35716	43658	13164
AMZ2	148598	182231	165456	321730	148015	148197	117953	119793	82536	141598	9591
ZNF431	56148	43287	41887	55236	55818	61255	41303	34661	17876	38164	54030
ALKAL1	14545	9369	497	10723	8933	265	252	10	1485	1553	31471
NF1	475527	324598	249176	489762	441242	479097	304982	323801	155469	172296	287190
VKORC1L1	436219	261207	362675	330628	391364	282699	182036	192275	113209	219412	86297
ZNF418	6888	9221	6691	11415	4471	9872	5100	4759	2547	3950	13510
DAPK1	268434	336422	351884	417398	348082	227710	151088	216550	95400	116292	211406
LCE1B	0	0	0	0	0	0	0	0	0	0	1139
HLA-DQA1	623751	1697852	517781	667528	1160135	911631	225843	486698	279807	369179	18884
COL27A1	611852	195950	249241	404035	328873	116749	135156	94143	47132	90876	156952
GM2A	311837	611000	334701	449477	541519	335352	221797	325359	141137	214552	58291
HIST1H2AI	1771	1298	4440	417	1891	4044	2398	8563	3981	8364	503
CLPSL2	0	0	202	175	0	0	0	0	0	135	2959
S100A2	7435	38626	2657	31050	39344	1406	2096	2236	1379	6328	6783
ZNF700	69987	47682	81465	55073	84077	93671	80422	62129	38889	58313	25706
POU3F4	69	0	0	0	0	38	223	0	0	261	3878
OR14A16	0	0	0	0	0	0	0	0	202	0	9460
CD47	505527	578181	376257	868750	404162	523918	373048	300380	212397	311414	47728
OR52K1	202	0	0	0	6	0	0	0	0	0	10852
TLE1	267018	242314	184433	414099	234153	378035	301950	288913	186838	367383	105623
MAML3	67424	81390	89842	79118	142577	144297	193749	166349	103856	113744	437432
HIST1H2AG	11589	8097	28751	3738	4336	11087	4827	11567	7572	9014	2250
STRN3	115238	107028	138435	139270	187855	137569	105052	112717	77368	88786	132603
ZNF239	45372	34820	54078	54672	33396	25454	13289	7891	3293	17548	18275
SPINK14	100	0	238	0	0	20	145	0	120	0	5666
SPRR2B	0	0	0	101	0	0	0	0	0	101	617
CHRNG	571	72	1555	894	860	461	1648	314	29	151	6677
ZSCAN16	31884	23914	21421	48805	27045	42122	38219	28379	19755	38895	5523
MVB12B	106211	122329	125181	93705	184393	142540	148946	157565	93888	127711	180193
C6ORF106	716732	821015	752622	1286965	690228	649631	416057	479229	301039	647993	109572
AC008758.1	13814	16562	13766	13713	13726	23159	18025	13615	10255	15537	89916
OR11G2	0	0	0	0	0	0	0	0	0	0	10182
POTEI	3933	4646	7526	14563	10069	5266	2229	6597	3393	7607	50212
ADA	28906	54039	23814	120805	40297	31616	17122	21795	11908	31625	32712
ARID5A	116892	222920	139933	209904	337022	139920	66130	103564	54394	89682	15896
PATE2	0	0	29	0	0	0	0	0	0	0	2707
PPTC7	277274	201090	219353	218417	335598	347358	242448	281328	148889	193648	50076
KRT39	303	393	0	396	0	185	704	202	44	0	8476
TOMM20L	1663	1169	1317	885	1281	2748	1476	734	418	731	12786
RGPD4	14063	13006	7848	10773	11624	15758	7200	7609	4629	4243	63905
NHLRC2	240911	154432	171709	149603	154770	195299	118784	124548	74586	88333	62534
HIST1H2AD	939	1811	1057	907	4775	2956	1876	1598	932	2699	393
ZFP28	22763	14240	27197	16918	10223	20806	17037	16853	8885	18164	17863
KIAA1211L	62172	50847	74896	99341	68268	93192	124430	116571	92022	114678	142414
CBWD3	54913	81247	84530	70491	83088	95100	50011	45208	23038	48435	68013
SCN8A	73493	17357	35501	24796	32837	12699	35030	11759	6994	6614	222599
LAMB3	765401	876137	411995	1919771	1703327	973100	823233	1036804	889951	2012441	37597
HIST3H2BB	3103	637	961	601	3025	2286	1039	1247	515	606	2364
TEX43	648	545	2411	306	353	4388	2228	1444	1502	1058	4566
